overall.token.number	speaker.id	t.or.s	wl.or.rp	nationality	countrybirth.t	ethnicity	school	form.s	education.t	interview.1(liveadabroad)	interview.2(durationabroad)	interview3(attitudes.etc)	lexical set	mono.or.di	age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	plt_vclass	plt_manner	plt_place	plt_voice	plt_preseg	plt_folseq	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	F*1_normalized	F*2_normalized	F*1gl_normalized	F*2gl_normalized	euclid.onset.glide.norm	euclid.dist.token.to.mean.onset	euclid.dist.token.to.mean.glide	nFormants	oFormants		poles	bandwidths	man.check	nFormants.man	reliabel	besser.als.default	comment	pot.exclusion.nachIQR	pot.exclusion.numeric	pot.exclusion.nachEuclidtoMeanperVowel	pot.exclusion.both.euclid.visual
1747	12	t	RP	TT	Trinidad	AT	SJCSF			no	0		KIT	m	26						./INPUTFILES/Teachers/SCJSF_Jones/	M		0			IH	2	sp	english	sp	468.8	1632.2	2862.4	71.7	88.9	380.9	73.047	73.017	73.078	0.061	i	fricative	palatal	voiceless	liquid				L	SH	internal	4	SP	IH1 NG L IH2 SH	SP	468.9854	1616.0308	472.7251	1629.2589	468.8463	1632.228	458.4087	1627.3397	451.1752	1650.0254	400.619	1503.933				37.6091963488		4	4	[487.9956930002568, 1749.4625461846747, 3303.6305650289764],[468.846338891338, 1632.2279653420421, 2862.3786053823587, 3626.036244805521],[467.2163278393328, 1619.6209297163434, 2733.934809821318, 3499.117422237667],[460.91135898344874, 1082.4675534226224, 1632.7305663133104, 2696.478006273209, 3419.6955121760593, 4213.408074018952]	[483.7034498278222, 365.2680946132772, 317.5330222807746],[71.69859816402266, 88.87534661890145, 380.8948727175296, 398.10042260811304],[51.86089424099112, 65.51322195627972, 334.2488828993989, 278.78381917013616],[49.43185031727115, 1271.7710963357733, 58.8450895325742, 176.3131681342935, 174.54986989414598, 632.2744342313025]			4	2	2			99	99	99
1748	12	t	RP	TT	Trinidad	AT	SJCSF			no	0		KIT	m	26						./INPUTFILES/Teachers/SCJSF_Jones/	M		0			IH	1	sp	visiting	sp	445	1556.6	2713.1	79.3	115.8	505.4	73.329	73.299	73.358	0.059	i	fricative	apical	voiced	oral_labial	two_fol_syl			V	Z	internal	2	SP	V IH1 Z AH0 T IH0 NG	SP	418.8736	1503.9855	433.7031	1542.7206	445.0388	1556.6095	451.1983	1554.2487	439.432	1511.8314	386.637	1458.427				79.4742082565		5	5	[457.03882073416264, 1663.212736226269, 3446.0687545840797],[437.50454780408637, 1540.9703643727903, 2712.769262242046, 3809.7464369942422],[445.0388184316792, 1556.6095033694708, 2713.1339797064466, 3794.655495656839],[426.687512726103, 1013.3807967455979, 1588.7531766970897, 2684.278612259829, 3646.0230965344936, 4221.399497281218]	[231.30263449488163, 320.84209506276926, 651.7735623356939],[61.2569875604076, 141.05322230172646, 703.805202925461, 675.0125135184752],[79.33100486931967, 115.8437124124159, 505.3539810528886, 557.5305149867787],[59.58937099784568, 859.4660527719328, 110.40543778233373, 295.68148303022974, 516.9385516605614, 1105.428019699146]			5	1	4			99	99	99
1758	12	t	RP	TT	Trinidad	AT	SJCSF			no	0		KIT	m	26						./INPUTFILES/Teachers/SCJSF_Jones/	M		0			IH	1	sp	pick	sp	473.2	1843.3	2402.2	62.7	201.7	419.4	82.653	82.617	82.689	0.072	i	stop	velar	voiceless	oral_labial				P	K	internal	2	SP	P IH1 K	SP	432.8681	1568.3083	459.2493	1723.8637	473.2406	1843.2909	460.1963	1875.5874	427.0941	1998.9664	403.153	1630.899				94.8983397642		5	5	[438.86887464109475, 2108.74286386455, 3517.1907664089504],[495.55093900177206, 1991.8239188973769, 3044.037681398787, 3892.6200977236867],[473.24058173210057, 1843.2909088855731, 2402.2495707109147, 3425.916535480151, 4738.672938887818],[487.45253819919895, 760.8865455832646, 1881.2666823869015, 2492.6933393873423, 3412.4424161591023, 4423.1747642808]	[923.3555293043989, 357.01752404174056, 671.938236025558],[226.67871819979808, 188.02983888404015, 719.9121218183805, 1156.0837552048265],[62.723125930086965, 201.72775467564512, 419.3823609568489, 353.46390489106585, 1682.3375127034765],[110.94681348289399, 1791.1243340831388, 76.03591397063013, 123.85786719988896, 75.10529195624032, 191.95470878234582]			5	1	4			99	99	99
1761	12	t	RP	TT	Trinidad	AT	SJCSF			no	0		KIT	m	26						./INPUTFILES/Teachers/SCJSF_Jones/	M		0			IH	2	sp	historical	sp	430.4	1690.2	2642.5	86.4	156.9	246.3	87.155	87.137	87.173	0.036	i	fricative	apical	voiceless		complex_two_syl			HH	S	internal	2	SP	HH IH2 S T AO0 R IH0 K AH0 L	SP	425.3798	1716.1728	432.9087	1714.6614	430.4116	1690.2433	426.1949	1692.5392	422.8523	1762.0905	378.003	1538.764				6.4690714171		4	5	[446.3568717962074, 1993.207117801591, 3482.8998564960266],[430.4115625733483, 1690.243330746254, 2642.5133232863395, 3914.053066565813],[439.0716429904101, 1699.0838894123583, 2626.6338102268405, 3852.750939917607],[425.51936376474026, 1105.55041138307, 1715.741658140272, 2636.1911095819382, 3836.3250450370115, 4439.330060557147]	[589.9221819597768, 541.3378650673005, 953.1939440415108],[86.35952775828122, 156.91900450925024, 246.27015786128422, 248.11069014191915],[103.51109739794062, 115.84771985304182, 168.02489345447404, 237.569316436414],[86.53269078774129, 1559.8816309834083, 131.08844640619162, 138.02827779577345, 232.89390129545234, 2020.5200598651506]			4	1	2			99	99	99
1764	12	t	RP	TT	Trinidad	AT	SJCSF			no	0		KIT	m	26						./INPUTFILES/Teachers/SCJSF_Jones/	M		0			IH	1	sp	visit	sp	472.1	1442.5	2667.9	118.7	165.7	409.7	90.305	90.281	90.329	0.048	i	fricative	apical	voiced	oral_labial	one_fol_syll			V	Z	internal	2	SP	V IH1 Z AH0 T	SP	453.8409	1487.5585	456.873	1458.3522	472.1203	1442.4929	468.4651	1444.8232	470.3725	1467.6208	402.496	1389.888				149.0831168174		4	4	[529.8846596051886, 1642.4299245881352, 3900.122522575291],[472.1202845111288, 1442.4929231767635, 2667.8858284259513, 4172.398840073669],[486.9791959507375, 1473.7819694150562, 2716.415833966774, 4181.833763026953],[442.9541021532432, 1002.4423130913183, 1530.8306338134557, 2660.6030172796764, 3648.073829028582, 4274.418970624115]	[637.2072905109053, 754.2594467057971, 1220.1671541141643],[118.65089778233727, 165.7213121613006, 409.72093031681527, 297.19286694345556],[166.24123371475577, 170.2461102993187, 334.39303619425414, 239.0885851314044],[122.27823983979022, 651.8987082089785, 149.52484549013352, 178.33211890944978, 703.4658358608662, 196.37735164674]			4	1	2			99	99	99
1771	12	t	RP	TT	Trinidad	AT	SJCSF			no	0		KIT	m	26						./INPUTFILES/Teachers/SCJSF_Jones/	M		0			IH	1	sp	visitors	sp	447.5	1455.7	2668.4	117.9	311.5	433.3	95.859	95.834	95.884	0.05	i	fricative	apical	voiced	oral_labial	two_fol_syl			V	Z	internal	2	SP	V IH1 Z AH0 T ER0 Z	SP	453.8472	1319.5957	458.7811	1352.3101	447.5003	1455.7168	420.3795	1437.0314	390.8765	1459.3839	388.044	1398.034				139.883211473		5	5	[513.5930462843039, 2006.7445011115203, 3586.0308533325547],[460.36680867255416, 1538.8879011556842, 2810.392604386529, 3913.213891125298],[447.50033069008805, 1455.7167601372666, 2668.445598400557, 3798.681041379656],[467.38116040524017, 651.2719691731638, 1530.850737134682, 2623.9736540885615, 3553.986478429588, 4234.345272699355]	[493.28218853380065, 1112.780180572919, 754.2760033030338],[194.13383104470702, 465.1874224054099, 511.3375766854064, 380.5259700709871],[117.91769080886472, 311.48990986509017, 433.2722398724835, 413.010633004493],[169.51814975102707, 1701.6255445113923, 192.8004997437011, 156.53557235747354, 226.90942068151668, 298.0396597568332]			5	1	4			99	99	99
1805	13	t	WL	TT	Trinidad	MT	STB			no	0		KIT	m	46						./INPUTFILES/Teachers/STB_Smith/	M		0			IH	1	sp	hit	sp	551.8	1788.7	2504.4	73.2	79.8	184.1	22.136	22.099	22.173	0.074	i	stop	apical	voiceless					HH	T	internal	2	SP	HH IH1 T	SP	561.381	1855.6277	524.6495	1850.0072	553.3528	1832.7636	522.7839	1778.8717	501.8547	1726.7696	468.656	1641.011				133.1745260814		4	4	[446.6043771085739, 2081.806504781966, 2883.9823346206044],[553.3527900846279, 1832.763638050716, 2636.4885363561325, 4434.402821455052],[544.7844191319674, 1789.137655473388, 2501.7832261411477, 3393.441087218319],[541.0536085127184, 1787.3689133729647, 2233.739405769135, 2523.9162479955553, 3491.4177867910416]	[1579.5520829920717, 560.0226602540907, 2554.659504586118],[126.9652416173995, 120.29812950967168, 233.88988038768878, 1345.1895672396595],[59.80728653545213, 72.51948493505691, 168.74051291046533, 490.0672994045942],[52.91578646296221, 91.20956306783584, 2505.2437764726424, 203.52997455917458, 471.9642427624992]			5	2	2		outlier_F1/F2	2	99	99
1832	13	t	RP	TT	Trinidad	MT	STB			no	0		KIT	m	46						./INPUTFILES/Teachers/STB_Smith/	M		0			IH	1	sp	visitors	sp	436.5	1469.2	2509.4	57.9	111.4	399.8	16.681	16.662	16.701	0.039	i	fricative	apical	voiced	oral_labial	two_fol_syl			V	Z	internal	2	SP	V IH1 Z AH0 T ER0 Z	SP	456.482	1437.6832	444.1454	1461.158	436.4591	1469.1853	424.0791	1480.6877	412.3194	1471.8712	378.66	1424.438				113.5776435924		5	5	[448.587205615767, 1765.558083466453, 3450.1803824347735],[451.470112320182, 1542.6512396893527, 2736.4153931402507, 3937.2722175075105],[436.45912734844876, 1469.1853496756376, 2509.4344063564786, 3327.675203965661, 4009.428586827878],[440.36442985043277, 862.9448027812698, 1483.2963677550986, 2519.3889580469427, 3409.8540971410384, 4138.387517523858]	[995.5208762688175, 982.2822987496423, 998.9051962759625],[179.15020382077122, 219.06351549441845, 359.5642117592625, 373.8572633925192],[57.92441019148261, 111.4127943091015, 399.84483183843423, 1094.4987791874412, 595.4833415226171],[71.3644122946307, 4592.228592640515, 103.64261020835144, 272.14342911914395, 576.6740647269479, 452.97922225381393]			5	1	4			99	99	99
1848	13	t	RP	TT	Trinidad	MT	STB			no	0		KIT	m	46						./INPUTFILES/Teachers/STB_Smith/	M		0			IH	2	regular	international	sp	489.6	1820	2724.9	109.3	182.8	438.2	28.017	27.972	28.063	0.091	i	nasal	apical	voiced		complex_two_syl			ER0	N	initial	1	R EY1 G Y AH0 L ER0	IH2 N T ER0 N AE1 SH AH0 N AH0 L	SP	523.8184	1707.9076	501.6793	1743.8064	489.5947	1819.9503	470.7957	1818.6949	459.4362	1780.3502	420.045	1662.36				129.4898193875		4	4	[526.2242244053759, 2031.3781662653837, 3510.2357434744813],[489.5947036855912, 1819.9502578010133, 2724.8752700030445, 3649.002448474592],[478.7056018874303, 1746.321283756185, 2494.929658721536, 3159.014897219569, 3654.2582232017535],[474.4053633685995, 1155.072631258472, 1798.6302799234759, 2562.4715358827807, 3484.4137971211762, 3884.3012302533643]	[460.0934576652583, 313.5429575127615, 231.85446414228468],[109.29494447929405, 182.82375275241685, 438.2490972625379, 122.22258258444232],[53.248367584381995, 194.40503052028794, 608.3431695017873, 1465.7193813073218, 178.36487720903582],[61.22289064723018, 1194.9617801935854, 117.71875815452051, 175.27293498737336, 162.95341939137563, 236.38340775995232]			4	1	2			99	99	99
1853	13	t	RP	TT	Trinidad	MT	STB			no	0		KIT	m	46						./INPUTFILES/Teachers/STB_Smith/	M		0			IH	1	nineteen	sixties	sp	431.2	1770.1	2509.8	68.7	114.6	454.9	29.724	29.709	29.74	0.031	i	stop	velar	voiceless	oral_apical	complex_one_syl			S	K	internal	2	N AY1 N T IY1 N	S IH1 K S T IY0 Z	SP	441.7808	1712.6676	439.5486	1743.1037	431.2229	1770.0505	418.7763	1824.8061	413.1716	1859.0179	374.531	1628.652				91.3179399954		5	5	[402.96762858229505, 1976.7544981958583, 3709.8612721933],[442.3642858106592, 1820.16715041485, 2690.838463204333, 3863.0256307272216],[431.22291501912855, 1770.0504595393031, 2509.807099005216, 3199.0732054605687, 3870.306102342469],[432.79690242391337, 1296.6758615384776, 1783.5592643391615, 2530.6464064300544, 3597.0083794197203, 3911.30590158682]	[884.6975106181997, 273.31226233623227, 353.4274947221149],[166.07912352698892, 125.05082543216294, 368.924869552653, 98.84134646581333],[68.66198176951345, 114.59975492323484, 454.85842678249423, 1654.2884833357841, 135.95037568436413],[80.95454227834334, 2628.1556950853874, 94.56394545475987, 270.29805697961007, 723.4580231822388, 194.0346554021376]			5	1	4			99	99	99
1861	13	t	RP	TT	Trinidad	MT	STB			no	0		KIT	m	46						./INPUTFILES/Teachers/STB_Smith/	M		0			IH	1	sp	visit	sp	458.8	1530.1	2434.3	65.2	84.1	176.7	39.511	39.487	39.536	0.049	i	fricative	apical	voiced	oral_labial	one_fol_syll			V	Z	internal	2	SP	V IH1 Z AH0 T	SP	446.0165	1472.6579	456.2152	1517.6319	458.7776	1530.1162	451.7685	1535.6368	439.3506	1540.8107	396.021	1465.73				73.0684262934		5	5	[489.1712868449123, 1750.3150119095217, 3110.0883466221862],[466.2312816890317, 1575.9534868168446, 2598.9767108202573, 3721.690177261718],[458.77761391151404, 1530.116193442971, 2434.2954154352424, 3417.180592142089],[456.14307274312847, 1237.725555234273, 1531.6014264894495, 2441.213347518311, 3413.2179935423283]	[677.4916762814763, 561.3438256879514, 811.3776126786588],[149.60656047303866, 186.61870756378573, 399.05804095916204, 647.990882026389],[65.2237754588132, 84.1439002525874, 176.6869893375379, 227.4707920663136],[62.02428736932224, 2720.3238407598774, 91.8255950757931, 169.0252681859256, 211.2542250640757]			5	1	4			99	99	99
1894	13	t	RP	TT	Trinidad	MT	STB			no	0		KIT	m	46						./INPUTFILES/Teachers/STB_Smith/	M		0			IH	1	the	english	sp	478.5	1881.6	2531.9	55.4	354.2	275.2	70.722	70.686	70.758	0.072	i	nasal	velar	voiced		complex_one_syl			AH0	NG	initial	1	DH AH0	IH1 NG G L IH2 SH	SP	514.5958	1885.9619	515.5323	757.9758	493.7065	1935.8845	478.1534	682.7073	425.7401	499.0596	411.411	1704.213				168.5201698611		6	6	[524.3438595034053, 2370.083291884481, 3935.299199899388],[492.3783652871718, 2085.0214373750055, 2738.449913346464, 4085.3227144980137],[479.03972917613964, 1880.9893533335705, 2527.6187820497803, 3257.4061273011594, 4117.525391881711],[493.70651337919503, 1935.8844721914263, 2569.316757801207, 3519.7606722238997, 4182.383744563737]	[471.4213489857794, 249.90276144920122, 528.0863433453461],[120.641974335553, 325.8989229492533, 395.36175235252097, 175.16936603485195],[49.063260582790384, 363.4879300873087, 338.85577203605004, 1179.7525009370006, 197.06672735941194],[77.18572736507645, 172.44876688840733, 143.84646740492886, 414.8319245463253, 122.14763321898448]			5 (Max Formant 5300Hz)	4	3			99	99	99
1895	13	t	RP	TT	Trinidad	MT	STB			no	0		KIT	m	46						./INPUTFILES/Teachers/STB_Smith/	M		0			IH	2	the	english	sp	475.3	1637.6	2353.3	35	70.2	271.4	70.918	70.885	70.95	0.065	i	fricative	palatal	voiceless	obstruent_liquid				L	SH	internal	5	DH AH0	IH1 NG G L IH2 SH	SP	466.1994	1573.6643	478.5577	1622.0655	475.2883	1637.6448	458.1566	1659.054	436.03	1712.9621	408.878	1538.764				24.4843268235		5	5	[491.490118890862, 1872.9010068428668, 3740.0511587828705],[499.17311280720645, 1742.3489477354972, 2934.523980110415, 3816.1584360953984],[475.2883031016069, 1637.6447579717583, 2353.339084665124, 3503.382817083154, 3899.1202866417225],[481.9738985066675, 563.8109281673305, 1659.789371364412, 2434.989162323533, 3553.89997789122, 3944.439693694649]	[925.8049346314002, 408.3081486812096, 154.07563878236033],[224.83743921603207, 166.48591292361837, 676.4416851333001, 103.35882349447691],[35.00655386903541, 70.20387081414042, 271.3769731003702, 324.66824649168313, 143.4901264532641],[59.45375592330993, 4160.0018526780605, 62.17693429131527, 190.61791042094788, 148.02234842722072, 92.8952591472205]			5	1	4			99	99	99
1896	13	t	RP	TT	Trinidad	MT	STB			no	0		KIT	m	46						./INPUTFILES/Teachers/STB_Smith/	M		0			IH	1	sp	visiting	sp	425.1	1428.2	2740.5	51.4	80.9	341	71.143	71.105	71.181	0.076	i	fricative	apical	voiced	oral_labial	two_fol_syl			V	Z	internal	2	SP	V IH1 Z AH0 T IH0 NG	SP	440.3542	1389.525	441.9675	1427.57	425.1142	1428.1723	407.8755	1411.8096	388.3267	1362.5695	369.745	1396.629				142.0002898096		5	5	[467.20049832648596, 1721.962917759359, 3736.7853506905685],[435.51586743633874, 1471.6596582324055, 2861.1920090658923, 3914.997517031023],[425.11415897938133, 1428.172272167708, 2740.509197882471, 3291.7086142984167, 3915.6785031924396],[424.79807487119984, 1131.4294369952433, 1456.4204674260634, 2720.5039898492278, 3634.014668771155, 4013.455285713693]	[894.4240329050944, 1002.0927653046344, 378.72509372412384],[145.9660291036976, 161.01849268174786, 248.09175844995872, 79.73099021588958],[51.446027988977924, 80.90040915607175, 341.0445827329669, 1789.0315029258252, 118.8767689243363],[68.79376238832064, 1559.097577687085, 88.60668879934326, 107.62617704492405, 275.2923260499103, 120.08505295620645]			5	1	4			99	99	99
1906	13	t	RP	TT	Trinidad	MT	STB			no	0		KIT	m	46						./INPUTFILES/Teachers/STB_Smith/	M		0			IH	1	sp	pick	sp	471.2	1657.4	2380.9	59.5	96.9	260	79.784	79.763	79.805	0.042	i	stop	velar	voiceless	oral_labial				P	K	internal	2	SP	P IH1 K	SP	474.2225	1583.9747	479.0358	1646.294	473.4859	1690.3719	464.0807	1779.8215	444.338	1852.4119	405.687	1551.966				25.5226947049		4	4	[510.0149223905725, 1859.2123839089315, 3227.7852708665087],[473.4858783775015, 1690.371892753272, 2456.36264143948, 3593.3022674168383],[467.6944897902895, 1659.4651545327647, 2376.0943771742927, 3534.658996660302, 4150.408710363125],[470.62350769377053, 864.7549254252059, 1664.895698594933, 2369.0562953666035, 3485.0933155619205, 3894.585591098676]	[466.80893995714354, 255.80481010498795, 575.0278031190587],[92.62216414327997, 126.81808332348355, 303.46947095714137, 214.0849716711272],[53.053737831666105, 102.25884004290089, 254.60654354351422, 244.11697978447117, 4764.64128734243],[60.51862551995504, 3344.1924044337557, 84.40618205121393, 190.54304106963204, 306.43276203846153, 1216.1469051602096]			5	2	2			99	99	99
1909	13	t	RP	TT	Trinidad	MT	STB			no	0		KIT	m	46						./INPUTFILES/Teachers/STB_Smith/	M		0			IH	2	sp	historical	sp	452.4	1506	2604.2	100.2	127.7	180.1	82.977	82.961	82.992	0.031	i	fricative	apical	voiceless		complex_two_syl			HH	S	internal	2	SP	HH IH2 S T AO0 R IH0 K AH0 L	SP	455.154	1504.2252	459.9119	1506.8601	452.4295	1505.9715	444.119	1487.6069	437.702	1463.7274	391.047	1449.438				88.6807103772		5	5	[538.6622030923618, 2171.6651722157226],[444.88992139810404, 1510.956689261835, 2687.2917394677393, 4630.524891025407],[452.4294945050707, 1505.9714955795334, 2604.1698371793927, 3954.4158334677404],[439.8221494356328, 974.146781409915, 1522.9337622318324, 2606.0492990638936, 3842.1610006584647]	[907.4403481593823, 1057.8528549080393],[108.89820056190665, 218.79877359603952, 337.01887441482796, 682.6072077007624],[100.15752331517737, 127.67289454796344, 180.05312164502521, 585.6032758463186],[92.0879050526342, 1518.9762055838255, 144.10923004564378, 138.31613712592662, 558.5946651476692]			5	1	4			99	99	99
1913	13	t	RP	TT	Trinidad	MT	STB			no	0		KIT	m	46						./INPUTFILES/Teachers/STB_Smith/	M		0			IH	1	sp	visit	sp	490.5	1563.9	2526.9	60.8	94.6	220.8	85.978	85.948	86.008	0.06	i	fricative	apical	voiced	oral_labial	one_fol_syll			V	Z	internal	2	SP	V IH1 Z AH0 T	SP	463.9262	1499.3864	480.9475	1533.2486	490.5442	1563.8597	500.1466	1561.2523	483.1702	1546.1212	420.796	1488.764				61.1174298543		5	5	[531.231673285209, 1809.1990861527413, 3312.8149693512987],[488.4593569881953, 1578.0639715627897, 2630.543280620058, 4051.14191098091],[490.5441586290384, 1563.8596835124233, 2526.8801610585506, 3616.776215420639],[483.0357234229022, 1127.3240838322956, 1573.0100810604404, 2544.259575193752, 3607.494863049871]	[436.24461059490307, 575.6467075787382, 1328.2344220057514],[72.93819216723337, 149.70260106594446, 353.75043118472223, 805.5028910540843],[60.81927917885586, 94.59580717851196, 220.7971150099711, 477.47757153687235],[54.6202750946558, 1763.8715631624284, 115.37697058069848, 190.4003153192657, 406.82738091026755]			5	1	4			99	99	99
1920	13	t	RP	TT	Trinidad	MT	STB			no	0		KIT	m	46						./INPUTFILES/Teachers/STB_Smith/	M		0			IH	1	of	visitors	sp	425.5	1426.1	2662.1	60.6	102.3	457.7	91.588	91.566	91.61	0.044	i	fricative	apical	voiced	oral_labial	two_fol_syl			V	Z	internal	2	AH0	V IH1 Z AH0 T ER0 Z	SP	433.387	1372.0902	428.0466	1388.9723	425.5017	1426.0824	407.8288	1437.2196	394.6216	1424.4618	370.026	1395.225				143.3683908015		5	5	[450.1061241709884, 1575.796551564503, 3828.2329956879066],[423.9127841837085, 1427.2410656834838, 2751.0216383809193, 4235.881882068451],[425.50165036447413, 1426.082436705522, 2662.071445539557, 3961.074425944636],[414.7612300065831, 1059.5253958310827, 1453.4644232069875, 2629.9820862821043, 3620.4392153464864, 4475.909964857082]	[350.8206721520782, 513.3101663101558, 1239.7676234344428],[61.447612755042634, 121.7101033382132, 545.6564994429717, 710.7935682796848],[60.57042328856028, 102.28968557020708, 457.66629400501995, 821.0458790529549],[48.173642509283965, 966.8359312796459, 120.57240980082125, 250.00449807838848, 532.6479748890363, 512.446935875773]			5	1	4			99	99	99
3	1	s	WL	TT	Trinidad	MT	BLA						LOT	m	17						./INPUTFILES/Students/BLA_1_Michala/	F		0			AA	1	sp	comma	sp	915.2	1212.3	1576.1	224.1	89.7	182.5	4.38	4.322	4.437	0.115	o	nasal	labial	voiced	velar	one_fol_syll			K	M	internal	2	SP	K AA1 M AH0	SP	907.0278	1247.4402	906.7005	1231.0789	915.1602	1212.3301	933.0035	1201.6838	949.225	1232.8279	516.704	1115.449				2.4517946488		6	6	[1127.6191872442316, 1426.016356743276, 3552.957204901089],[1122.207633001043, 1427.9655633500213, 3439.3440879393597],[999.0671714120083, 1234.9787157034798, 1622.453242450547, 3325.7271912417973, 4491.986966087094],[915.1602125227682, 1212.3300765507518, 1576.122953529797, 2869.274356162449, 3367.282570645768, 4577.45812505853]	[113.51691477131389, 219.4339868149612, 623.1370293945091],[99.48981534681988, 179.34727883922744, 539.5172675343874],[269.9435708521239, 152.95074746601534, 299.715659692699, 181.5568960171241, 496.5441761798416],[224.05607392856513, 89.72994770097485, 182.5185449851812, 1690.5663052501957, 247.16502171004993, 375.9243162698826]			6	1	1			99	99	99
5	1	s	WL	TT	Trinidad	MT	BLA						LOT	m	17						./INPUTFILES/Students/BLA_1_Michala/	F		0			AA	1	sp	hot	sp	826.6	1094.5	1686.2	153.1	55.3	300.2	7.633	7.542	7.723	0.181	o	stop	apical	voiceless					HH	T	internal	2	SP	HH AA1 T	SP	835.0044	1177.9304	856.3869	1163.5915	826.6474	1094.4883	839.5682	1055.4214	870.8318	1057.646	470.439	1062.64				68.1353237389		6	6	[1038.767991167305, 1350.520203068755, 3831.160994544624],[990.8017638384548, 1191.844609413366, 2886.433475212418, 3986.028306873224],[992.8600257586709, 1102.7405513594265, 1842.8802518872928, 3373.025704596876, 4123.855356571323],[826.6473742490864, 1094.4883180425315, 1686.2150568451184, 3166.2934068771124, 4050.452949856527, 4464.148039322081]	[83.32814407486592, 723.2713333092781, 339.2582824700151],[138.32188160589405, 262.75899754648924, 1109.1357328661175, 283.7688075770037],[240.84155625838338, 249.88424877377471, 1213.6422367387368, 565.0106979683833, 239.2269720209648],[153.11747737571255, 55.34047002789311, 300.20143472981215, 346.10369190183366, 203.19145861381895, 2093.4412936937947]			6	1	1			99	99	99
47	1	s	RP	TT	Trinidad	MT	BLA						LOT	m	17						./INPUTFILES/Students/BLA_1_Michala/	F		0			AA	1	a	popular	sp	901.6	1453.6	3227.4	28.3	110.1	528.5	27.002	26.967	27.036	0.069	o	stop	labial	voiceless	oral_labial	two_fol_syl			P	P	internal	2	AH0	P AA1 P Y AH0 L ER0	SP	886.8194	1295.0225	906.5586	1410.6147	901.56	1453.6445	885.3669	1455.248	874.4189	1445.7819	509.572	1223.596				108.971238866		5	3	[923.7994339807616, 1554.798407420195, 3788.6842858711457],[894.6847609819997, 1427.1301164460392, 3376.6160692124517, 4009.602198905921],[901.5599523783427, 1453.6445329044866, 3227.3588889092052, 3982.206634104147],[894.7139086694406, 1091.4165392700065, 1487.2635095244632, 3218.712519921394, 3983.4290473404717]	[81.95250192845175, 521.1460178535623, 338.1650053302638],[28.940393763843414, 139.5517406151172, 789.1028697535525, 810.2894200606866],[28.291380848097646, 110.1328301156207, 528.5114069671833, 484.77101812506874],[46.182672597186425, 1010.8653180781258, 175.77497027855546, 299.9902803474042, 302.86424962841056]			5	1	4			99	99	99
67	1	s	RP	TT	Trinidad	MT	BLA						LOT	m	17						./INPUTFILES/Students/BLA_1_Michala/	F		0			AA	1	the	common	man	915.1	1385.6	4285.2	103.7	79.1	255.3	46.109	46.062	46.157	0.095	o	nasal	labial	voiced	velar	one_fol_syll			K	M	internal	2	DH AH1	K AA1 M AH0 N	M AE1 N	885.4281	1425.681	900.8108	1408.3885	915.0599	1385.6404	922.0636	1369.0203	990.1297	1285.9345	516.61	1193.258				78.5602271127		3	3	[915.05992259572, 1385.6404418829522, 4285.23808507479],[896.8588218524931, 1370.6114569617473, 2988.888590376761, 4328.163213082426],[894.1155929561894, 1372.4971338756443, 1531.923190864447, 3668.080281483264, 4415.16314251386],[842.5689907292357, 1186.2447990143148, 1429.613259439958, 3157.298406187716, 4334.015531561979, 4526.869640571034]	[103.71097700787014, 79.12283043742727, 255.28615950715508],[63.98234705571672, 51.97038140191456, 2414.653138612355, 260.82713620528835],[73.76243893945745, 65.27169332676439, 1943.2891916875562, 994.435961837146, 241.2610166711728],[72.21015763853826, 258.2944816481777, 98.61129383202459, 539.8263901236127, 283.0828269276224, 1115.0834581936358]			3	2	1			99	99	99
80	1	s	RP	TT	Trinidad	MT	BLA						LOT	m	17						./INPUTFILES/Students/BLA_1_Michala/	F		0			AA	1	sp	hop	from	913	1250.1	1534.4	149.1	207.4	185.2	64.907	64.843	64.972	0.129	o	stop	labial	voiceless					HH	P	internal	2	SP	HH AA1 P	F R AH1 M	897.5329	1242.2305	898.2352	1254.8262	913.0364	1250.1001	873.9493	1121.4915	808.3583	1094.3232	515.484	1132.303				17.6089098186		6	6	[1018.6132047770766, 1427.5642433596856, 3913.719413136919],[1019.3196439014406, 1428.5804802255498, 1737.676753469093, 4132.008150380883],[935.6018466121105, 1290.1642897521351, 1551.7586522240642, 3609.4296123345866, 4264.090118754485],[913.0364194892643, 1250.1001356867341, 1534.3820094091545, 3070.5314679020507, 3759.46852217506, 4216.890585875329]	[87.60977600220745, 71.6668855577333, 1048.1660253797008],[127.99761733286505, 118.91423504246247, 1981.5959450339708, 358.8197408228343],[149.1998452236693, 226.90391694146032, 250.2692071387696, 1048.754974134911, 495.5012710363189],[149.1350757371052, 207.4490236280338, 185.2053892121662, 2725.6322229328616, 1602.44843195197, 541.2059261550627]			6	1	1			99	99	99
